sample_id,version,pipeline,model,prompt_strategy,svc_label,issue_type
VeriCoding_VA0230_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0233_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0233_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0233_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0233_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0233_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0262_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0262_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0262_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0262_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0264_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0264_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0264_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0299_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0306_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0306_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0306_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0306_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0306_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0347_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0350_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0350_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0350_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0383_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0383_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0383_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0409_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0399_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0399_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0399_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0399_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0399_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0416_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0422_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0422_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0422_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0455_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0475_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0487_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0487_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0487_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0487_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0487_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0493_vericoded,00.rs,p1,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0493_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0496_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0496_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0496_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0516_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0516_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0516_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0516_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0516_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0526_vericoded,00.rs,p1,gpt-5.2,fewshot,0,code_mismatch;code_spec_inconsistency
VeriCoding_VA0526_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0530_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0530_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0530_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0532_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0532_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0532_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0550_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0556_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0556_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0561_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0561_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0561_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0561_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0561_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0569_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0569_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0570_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0570_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0570_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0570_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0606_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0606_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0606_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0606_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0606_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0612_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0612_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0612_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0625_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0633_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0633_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0633_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0633_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0633_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0637_vericoded,00.rs,p1,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0637_vericoded,03.rs,p1,gpt-5.2,fewshot,0,code_mismatch;code_spec_inconsistency
VeriCoding_VA0637_vericoded,04.rs,p1,gpt-5.2,fewshot,0,code_mismatch;code_spec_inconsistency
VeriCoding_VA0643_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0638_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0638_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0638_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0638_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0638_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0653_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0655_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0655_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0655_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0655_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0659_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0659_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0659_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0665_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0667_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0667_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0667_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0667_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0667_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0671_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0671_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0671_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0671_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0671_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0673_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VA0673_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VB0061_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VB0061_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0012_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0012_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0012_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0012_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0012_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0044_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0044_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0050_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0050_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0045_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0045_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0045_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0045_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0045_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0071_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0056_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0056_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0056_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0072_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0072_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0073_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0073_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0073_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0073_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0073_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0079_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0079_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0081_vericoded,04.rs,p1,gpt-5.2,fewshot,0,code_mismatch;code_spec_inconsistency
VeriCoding_VD0085_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0085_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0085_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0085_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0085_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0088_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0088_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0088_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0088_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0088_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0113_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0118_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0138_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0138_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0138_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0151_vericoded,00.rs,p1,gpt-5.2,fewshot,0,code_spec_inconsistency
VeriCoding_VD0151_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0151_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0151_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0151_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0167_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0167_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0167_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0256_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0256_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0256_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0256_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0256_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0257_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0265_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0266_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0266_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0266_vericoded,02.rs,p1,gpt-5.2,fewshot,0,code_spec_inconsistency
VeriCoding_VD0266_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0287_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0287_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0287_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0287_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0367_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0367_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0367_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0378_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0378_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0378_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0432_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0432_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0454_vericoded,00.rs,p1,gpt-5.2,fewshot,0,code_mismatch;code_spec_inconsistency
VeriCoding_VD0454_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0454_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0454_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0454_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0483_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0483_vericoded,04.rs,p1,gpt-5.2,fewshot,0,code_mismatch;code_spec_inconsistency
VeriCoding_VD0577_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0577_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0577_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0577_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0577_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0580_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0580_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0580_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0580_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0580_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0588_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0588_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0588_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0588_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0588_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0589_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0589_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0589_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0669_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0669_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0669_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0669_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0669_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0676_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0679_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0679_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0679_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0700_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0700_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0700_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0684_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0716_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0716_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0716_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0716_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0721_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0721_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0721_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0722_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0722_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0722_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0722_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0722_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0727_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0727_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0727_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0727_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0727_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0729_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0729_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0729_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0729_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0729_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0732_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0732_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0732_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0754_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0754_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0754_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0754_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0754_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0756_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0756_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0765_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0765_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0765_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0771_vericoded,00.rs,p1,gpt-5.2,fewshot,0,code_spec_inconsistency
VeriCoding_VD0771_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0791_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0791_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0791_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0791_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0791_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0799_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0799_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0804_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0804_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0804_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0804_vericoded,03.rs,p1,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VD0804_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0897_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0897_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0897_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VD0897_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VH0011_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VH0011_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VH0012_vericoded,01.rs,p1,gpt-5.2,fewshot,0,code_mismatch;code_spec_inconsistency
VeriCoding_VH0055_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VH0094_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VH0095_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VH0102_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VH0102_vericoded,02.rs,p1,gpt-5.2,fewshot,0,code_spec_inconsistency
VeriCoding_VH0102_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VH0107_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0000_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0000_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0000_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0000_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0000_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0001_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0001_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0001_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0001_vericoded,04.rs,p1,gpt-5.2,fewshot,0,code_mismatch;code_spec_inconsistency
VeriCoding_VJ0020_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0016_vericoded,00.rs,p1,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VJ0023_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0023_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0023_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0023_vericoded,03.rs,p1,gpt-5.2,fewshot,0,code_mismatch;code_spec_inconsistency
VeriCoding_VJ0023_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0036_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0036_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0060_vericoded,01.rs,p1,gpt-5.2,fewshot,0,code_spec_inconsistency
VeriCoding_VJ0066_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0065_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0065_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0065_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0072_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0072_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0072_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0072_vericoded,03.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0072_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0073_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0073_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0073_vericoded,02.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0073_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0080_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0080_vericoded,04.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0081_vericoded,00.rs,p1,gpt-5.2,fewshot,1,
VeriCoding_VJ0081_vericoded,01.rs,p1,gpt-5.2,fewshot,1,
